Note: Target head pressure setpoints changed as follows,,,,
Through 2/4/13 - 145 psi,,,,
2/4/13 Ð 145psi -> 140psi,,,,
2/20/13 Ð 140psi -> 135psi,,,,
3/7/13 Ð 135psi -> 130psi,,,,
Date & Time,Discharge pressure (psig),Load (tons),Refr compressor power (kW),Utility power (kW)
Sun 1/6/2013 10:00 AM,147,132,92,311
Sun 1/6/2013 10:15 AM,142,48,59,295
Sun 1/6/2013 10:30 AM,147,70,71,294
Sun 1/6/2013 10:45 AM,146,112,80,285
Sun 1/6/2013 11:00 AM,141,55,61,269
Sun 1/6/2013 11:15 AM,147,82,71,274
Sun 1/6/2013 11:30 AM,148,136,94,278
Sun 1/6/2013 11:45 AM,142,91,76,272
Sun 1/6/2013 12:00 PM,142,61,66,281
Sun 1/6/2013 12:15 PM,135,0,48,285
Sun 1/6/2013 12:30 PM,142,87,60,286
Sun 1/6/2013 12:45 PM,148,86,61,271
Sun 1/6/2013 1:00 PM,144,86,60,274
Sun 1/6/2013 1:15 PM,142,87,108,299
Sun 1/6/2013 1:30 PM,138,36,86,305
Sun 1/6/2013 1:45 PM,143,70,68,306
Sun 1/6/2013 2:00 PM,147,62,65,296
Sun 1/6/2013 2:15 PM,147,118,84,297
Sun 1/6/2013 2:30 PM,142,117,81,294
Sun 1/6/2013 2:45 PM,134,62,64,295
Sun 1/6/2013 3:00 PM,138,98,74,302
Sun 1/6/2013 3:15 PM,147,86,72,291
Sun 1/6/2013 3:30 PM,145,117,80,282
Sun 1/6/2013 3:45 PM,138,83,70,287
Sun 1/6/2013 4:00 PM,141,77,68,300
Sun 1/6/2013 4:15 PM,147,69,67,292
Sun 1/6/2013 4:30 PM,137,67,63,288
Sun 1/6/2013 4:45 PM,145,63,64,282
Sun 1/6/2013 5:00 PM,144,48,90,287
Sun 1/6/2013 5:15 PM,143,87,61,268
Sun 1/6/2013 5:30 PM,141,103,104,307
Sun 1/6/2013 5:45 PM,144,95,105,320
Sun 1/6/2013 6:00 PM,143,116,113,313
Sun 1/6/2013 6:15 PM,143,129,113,302
Sun 1/6/2013 6:30 PM,141,93,74,290
Sun 1/6/2013 6:45 PM,148,162,106,297
Sun 1/6/2013 7:00 PM,145,124,81,304
Sun 1/6/2013 7:15 PM,143,112,80,296
Sun 1/6/2013 7:30 PM,142,99,77,300
Sun 1/6/2013 7:45 PM,136,69,64,285
Sun 1/6/2013 8:00 PM,140,66,63,288
Sun 1/6/2013 8:15 PM,140,90,69,301
Sun 1/6/2013 8:30 PM,142,123,80,297
Sun 1/6/2013 8:45 PM,146,101,77,292
Sun 1/6/2013 9:00 PM,142,62,63,292
Sun 1/6/2013 9:15 PM,146,70,67,290
Sun 1/6/2013 9:30 PM,143,62,62,297
Sun 1/6/2013 9:45 PM,138,68,63,300
Sun 1/6/2013 10:00 PM,134,66,62,306
Sun 1/6/2013 10:15 PM,145,93,76,296
Sun 1/6/2013 10:30 PM,139,118,78,313
Sun 1/6/2013 10:45 PM,143,105,79,304
Sun 1/6/2013 11:00 PM,146,127,84,339
Sun 1/6/2013 11:15 PM,147,247,169,600
Sun 1/6/2013 11:30 PM,144,249,166,630
Sun 1/6/2013 11:45 PM,144,326,241,724
Mon 1/7/2013 12:00 AM,148,296,230,701
Mon 1/7/2013 12:15 AM,143,207,200,686
Mon 1/7/2013 12:30 AM,145,249,167,640
Mon 1/7/2013 12:45 AM,138,184,124,606
Mon 1/7/2013 1:00 AM,141,239,154,703
Mon 1/7/2013 1:15 AM,148,234,162,635
Mon 1/7/2013 1:30 AM,146,306,237,753
Mon 1/7/2013 1:45 AM,144,257,211,822
Mon 1/7/2013 2:00 AM,144,202,200,761
Mon 1/7/2013 2:15 AM,144,247,166,739
Mon 1/7/2013 2:30 AM,143,246,166,750
Mon 1/7/2013 2:45 AM,142,337,242,771
Mon 1/7/2013 3:00 AM,147,248,216,771
Mon 1/7/2013 3:15 AM,144,244,159,751
Mon 1/7/2013 3:30 AM,144,249,167,761
Mon 1/7/2013 3:45 AM,145,251,224,804
Mon 1/7/2013 4:00 AM,148,342,309,864
Mon 1/7/2013 4:15 AM,143,265,202,803
Mon 1/7/2013 4:30 AM,143,312,186,809
Mon 1/7/2013 4:45 AM,144,320,199,814
Mon 1/7/2013 5:00 AM,140,316,189,795
Mon 1/7/2013 5:15 AM,145,321,199,786
Mon 1/7/2013 5:30 AM,141,325,205,820
Mon 1/7/2013 5:45 AM,144,325,196,784
Mon 1/7/2013 6:00 AM,140,244,165,756
Mon 1/7/2013 6:15 AM,144,325,215,835
Mon 1/7/2013 6:30 AM,143,313,192,827
Mon 1/7/2013 6:45 AM,142,311,188,818
Mon 1/7/2013 7:00 AM,142,304,184,792
Mon 1/7/2013 7:15 AM,145,325,217,797
Mon 1/7/2013 7:30 AM,142,321,193,793
Mon 1/7/2013 7:45 AM,143,325,195,817
Mon 1/7/2013 8:00 AM,144,324,194,821
Mon 1/7/2013 8:15 AM,140,271,171,809
Mon 1/7/2013 8:30 AM,143,274,174,784
Mon 1/7/2013 8:45 AM,144,299,186,780
Mon 1/7/2013 9:00 AM,144,260,172,745
Mon 1/7/2013 9:15 AM,144,264,172,729
Mon 1/7/2013 9:30 AM,148,323,205,743
Mon 1/7/2013 9:45 AM,145,324,208,715
Mon 1/7/2013 10:00 AM,142,256,169,723
Mon 1/7/2013 10:15 AM,144,177,157,747
Mon 1/7/2013 10:30 AM,144,318,198,809
Mon 1/7/2013 10:45 AM,143,286,180,786
Mon 1/7/2013 11:00 AM,143,291,180,766
Mon 1/7/2013 11:15 AM,142,307,185,808
Mon 1/7/2013 11:30 AM,144,323,202,784
Mon 1/7/2013 11:45 AM,144,324,201,795
Mon 1/7/2013 12:00 PM,143,312,187,822
Mon 1/7/2013 12:15 PM,143,305,185,804
Mon 1/7/2013 12:30 PM,144,317,191,820
Mon 1/7/2013 12:45 PM,141,253,169,811
Mon 1/7/2013 1:00 PM,144,315,197,776
Mon 1/7/2013 1:15 PM,143,276,179,779
Mon 1/7/2013 1:30 PM,142,287,181,806
Mon 1/7/2013 1:45 PM,143,304,185,774
Mon 1/7/2013 2:00 PM,142,257,173,765
Mon 1/7/2013 2:15 PM,146,324,221,799
Mon 1/7/2013 2:30 PM,144,312,190,788
Mon 1/7/2013 2:45 PM,143,300,183,792
Mon 1/7/2013 3:00 PM,142,227,164,755
Mon 1/7/2013 3:15 PM,144,324,217,808
Mon 1/7/2013 3:30 PM,143,298,183,793
Mon 1/7/2013 3:45 PM,145,304,190,771
Mon 1/7/2013 4:00 PM,144,315,191,849
Mon 1/7/2013 4:15 PM,144,309,188,850
Mon 1/7/2013 4:30 PM,144,321,206,834
Mon 1/7/2013 4:45 PM,143,326,218,842
Mon 1/7/2013 5:00 PM,138,218,159,816
Mon 1/7/2013 5:15 PM,144,324,199,788
Mon 1/7/2013 5:30 PM,144,324,218,786
Mon 1/7/2013 5:45 PM,147,325,221,884
Mon 1/7/2013 6:00 PM,144,325,217,901
Mon 1/7/2013 6:15 PM,142,326,209,887
Mon 1/7/2013 6:30 PM,143,326,217,901
Mon 1/7/2013 6:45 PM,144,411,267,943
Mon 1/7/2013 7:00 PM,143,334,251,907
Mon 1/7/2013 7:15 PM,144,325,250,900
Mon 1/7/2013 7:30 PM,143,325,201,869
Mon 1/7/2013 7:45 PM,145,322,202,860
Mon 1/7/2013 8:00 PM,143,302,190,839
Mon 1/7/2013 8:15 PM,144,325,219,915
Mon 1/7/2013 8:30 PM,145,325,220,912
Mon 1/7/2013 8:45 PM,144,325,209,887
Mon 1/7/2013 9:00 PM,144,321,207,868
Mon 1/7/2013 9:15 PM,142,325,238,917
Mon 1/7/2013 9:30 PM,143,326,219,900
Mon 1/7/2013 9:45 PM,144,296,183,863
Mon 1/7/2013 10:00 PM,143,362,258,920
Mon 1/7/2013 10:15 PM,143,326,250,905
Mon 1/7/2013 10:30 PM,143,325,198,878
Mon 1/7/2013 10:45 PM,144,324,221,887
Mon 1/7/2013 11:00 PM,143,325,212,900
Mon 1/7/2013 11:15 PM,144,324,218,914
Mon 1/7/2013 11:30 PM,143,411,274,943
Mon 1/7/2013 11:45 PM,147,396,276,940
Tue 1/8/2013 12:00 AM,144,324,243,948
Tue 1/8/2013 12:15 AM,139,351,235,952
Tue 1/8/2013 12:30 AM,144,326,250,922
Tue 1/8/2013 12:45 AM,144,325,219,905
Tue 1/8/2013 1:00 AM,150,409,288,931
Tue 1/8/2013 1:15 AM,144,328,248,931
Tue 1/8/2013 1:30 AM,145,344,255,949
Tue 1/8/2013 1:45 AM,146,325,250,940
Tue 1/8/2013 2:00 AM,142,326,239,971
Tue 1/8/2013 2:15 AM,145,325,220,943
Tue 1/8/2013 2:30 AM,145,325,221,922
Tue 1/8/2013 2:45 AM,140,327,232,945
Tue 1/8/2013 3:00 AM,146,324,220,933
Tue 1/8/2013 3:15 AM,143,325,216,897
Tue 1/8/2013 3:30 AM,138,321,219,908
Tue 1/8/2013 3:45 AM,145,324,199,900
Tue 1/8/2013 4:00 AM,142,240,167,820
Tue 1/8/2013 4:15 AM,146,324,225,867
Tue 1/8/2013 4:30 AM,141,307,188,873
Tue 1/8/2013 4:45 AM,144,375,243,924
Tue 1/8/2013 5:00 AM,144,309,219,905
Tue 1/8/2013 5:15 AM,144,320,193,879
Tue 1/8/2013 5:30 AM,136,322,221,961
Tue 1/8/2013 5:45 AM,145,325,220,938
Tue 1/8/2013 6:00 AM,140,327,215,938
Tue 1/8/2013 6:15 AM,146,325,224,938
Tue 1/8/2013 6:30 AM,140,349,249,964
Tue 1/8/2013 6:45 AM,141,373,256,966
Tue 1/8/2013 7:00 AM,139,327,233,931
Tue 1/8/2013 7:15 AM,141,301,186,850
Tue 1/8/2013 7:30 AM,140,339,247,945
Tue 1/8/2013 7:45 AM,147,324,224,940
Tue 1/8/2013 8:00 AM,144,325,214,897
Tue 1/8/2013 8:15 AM,144,299,184,868
Tue 1/8/2013 8:30 AM,143,321,196,872
Tue 1/8/2013 8:45 AM,145,325,218,879
Tue 1/8/2013 9:00 AM,146,324,211,898
Tue 1/8/2013 9:15 AM,144,325,219,905
Tue 1/8/2013 9:30 AM,140,333,244,935
Tue 1/8/2013 9:45 AM,144,319,192,898
Tue 1/8/2013 10:00 AM,144,285,179,835
Tue 1/8/2013 10:15 AM,147,324,221,846
Tue 1/8/2013 10:30 AM,143,309,187,828
Tue 1/8/2013 10:45 AM,147,324,214,831
Tue 1/8/2013 11:00 AM,144,301,190,844
Tue 1/8/2013 11:15 AM,140,326,210,872
Tue 1/8/2013 11:30 AM,147,324,221,875
Tue 1/8/2013 11:45 AM,142,320,193,878
Tue 1/8/2013 12:00 PM,147,324,221,868
Tue 1/8/2013 12:15 PM,140,327,204,873
Tue 1/8/2013 12:30 PM,147,323,221,826
Tue 1/8/2013 12:45 PM,144,274,181,817
Tue 1/8/2013 1:00 PM,141,327,217,851
Tue 1/8/2013 1:15 PM,144,293,184,839
Tue 1/8/2013 1:30 PM,140,324,198,835
Tue 1/8/2013 1:45 PM,144,308,189,834
Tue 1/8/2013 2:00 PM,141,326,216,873
Tue 1/8/2013 2:15 PM,143,326,248,938
Tue 1/8/2013 2:30 PM,143,355,254,952
Tue 1/8/2013 2:45 PM,141,326,231,931
Tue 1/8/2013 3:00 PM,140,326,208,897
Tue 1/8/2013 3:15 PM,146,325,251,907
Tue 1/8/2013 3:30 PM,147,324,221,882
Tue 1/8/2013 3:45 PM,140,326,215,861
Tue 1/8/2013 4:00 PM,143,326,220,882
Tue 1/8/2013 4:15 PM,146,324,220,869
Tue 1/8/2013 4:30 PM,143,325,198,877
Tue 1/8/2013 4:45 PM,139,314,186,861
Tue 1/8/2013 5:00 PM,141,325,209,882
Tue 1/8/2013 5:15 PM,145,324,219,868
Tue 1/8/2013 5:30 PM,142,392,268,894
Tue 1/8/2013 5:45 PM,140,317,224,853
Tue 1/8/2013 6:00 PM,143,294,184,840
Tue 1/8/2013 6:15 PM,139,326,201,837
Tue 1/8/2013 6:30 PM,145,325,209,834
Tue 1/8/2013 6:45 PM,145,325,219,868
Tue 1/8/2013 7:00 PM,137,338,221,873
Tue 1/8/2013 7:15 PM,143,323,225,855
Tue 1/8/2013 7:30 PM,144,320,199,834
Tue 1/8/2013 7:45 PM,146,324,220,794
Tue 1/8/2013 8:00 PM,141,222,163,790
Tue 1/8/2013 8:15 PM,143,295,182,789
Tue 1/8/2013 8:30 PM,142,267,174,785
Tue 1/8/2013 8:45 PM,143,298,184,785
Tue 1/8/2013 9:00 PM,140,326,214,861
Tue 1/8/2013 9:15 PM,144,312,192,854
Tue 1/8/2013 9:30 PM,138,323,191,859
Tue 1/8/2013 9:45 PM,143,302,187,845
Tue 1/8/2013 10:00 PM,144,323,199,827
Tue 1/8/2013 10:15 PM,146,324,214,847
Tue 1/8/2013 10:30 PM,144,325,210,841
Tue 1/8/2013 10:45 PM,148,323,225,878
Tue 1/8/2013 11:00 PM,143,306,216,850
Tue 1/8/2013 11:15 PM,139,324,201,849
Tue 1/8/2013 11:30 PM,144,325,219,877
Tue 1/8/2013 11:45 PM,147,324,220,900
Wed 1/9/2013 12:00 AM,141,326,215,933
Wed 1/9/2013 12:15 AM,142,325,217,921
Wed 1/9/2013 12:30 AM,141,326,214,925
Wed 1/9/2013 12:45 AM,143,410,267,905
Wed 1/9/2013 1:00 AM,149,359,260,908
Wed 1/9/2013 1:15 AM,144,385,257,912
Wed 1/9/2013 1:30 AM,140,326,237,867
Wed 1/9/2013 1:45 AM,142,360,253,856
Wed 1/9/2013 2:00 AM,144,317,224,854
Wed 1/9/2013 2:15 AM,143,386,266,874
Wed 1/9/2013 2:30 AM,143,316,224,851
Wed 1/9/2013 2:45 AM,140,203,160,775
Wed 1/9/2013 3:00 AM,142,271,177,764
Wed 1/9/2013 3:15 AM,142,250,172,771
Wed 1/9/2013 3:30 AM,143,241,171,748
Wed 1/9/2013 3:45 AM,138,327,207,817
Wed 1/9/2013 4:00 AM,143,270,176,786
Wed 1/9/2013 4:15 AM,145,324,218,794
Wed 1/9/2013 4:30 AM,142,304,186,820
Wed 1/9/2013 4:45 AM,143,323,198,814
Wed 1/9/2013 5:00 AM,143,320,196,831
Wed 1/9/2013 5:15 AM,144,325,219,850
Wed 1/9/2013 5:30 AM,142,360,238,934
Wed 1/9/2013 5:45 AM,146,324,250,925
Wed 1/9/2013 6:00 AM,144,325,201,889
Wed 1/9/2013 6:15 AM,144,325,218,903
Wed 1/9/2013 6:30 AM,138,343,232,947
Wed 1/9/2013 6:45 AM,142,391,265,948
Wed 1/9/2013 7:00 AM,142,327,245,910
Wed 1/9/2013 7:15 AM,128,166,108,855
Wed 1/9/2013 7:30 AM,140,329,298,947
Wed 1/9/2013 7:45 AM,147,361,266,936
Wed 1/9/2013 8:00 AM,144,313,241,943
Wed 1/9/2013 8:15 AM,140,319,240,945
Wed 1/9/2013 8:30 AM,145,326,223,938
Wed 1/9/2013 8:45 AM,141,335,233,950
Wed 1/9/2013 9:00 AM,144,375,259,953
Wed 1/9/2013 9:15 AM,143,364,254,936
Wed 1/9/2013 9:30 AM,142,383,261,971
Wed 1/9/2013 9:45 AM,143,376,260,924
Wed 1/9/2013 10:00 AM,141,331,235,944
Wed 1/9/2013 10:15 AM,142,336,239,966
Wed 1/9/2013 10:30 AM,143,388,264,989
Wed 1/9/2013 10:45 AM,145,382,264,1009
Wed 1/9/2013 11:00 AM,144,368,259,978
Wed 1/9/2013 11:15 AM,145,412,287,1002
Wed 1/9/2013 11:30 AM,144,403,283,996
Wed 1/9/2013 11:45 AM,143,373,263,985
Wed 1/9/2013 12:00 PM,144,394,274,997
Wed 1/9/2013 12:15 PM,144,369,263,994
Wed 1/9/2013 12:30 PM,143,349,259,972
Wed 1/9/2013 12:45 PM,143,412,283,1013
Wed 1/9/2013 1:00 PM,144,383,266,1022
Wed 1/9/2013 1:15 PM,144,389,270,1000
Wed 1/9/2013 1:30 PM,144,332,254,957
Wed 1/9/2013 1:45 PM,143,404,277,957
Wed 1/9/2013 2:00 PM,144,357,261,953
Wed 1/9/2013 2:15 PM,141,321,244,898
Wed 1/9/2013 2:30 PM,144,290,199,856
Wed 1/9/2013 2:45 PM,144,325,219,842
Wed 1/9/2013 3:00 PM,143,314,212,808
Wed 1/9/2013 3:15 PM,142,264,191,781
Wed 1/9/2013 3:30 PM,143,325,216,784
Wed 1/9/2013 3:45 PM,141,321,241,898
Wed 1/9/2013 4:00 PM,144,326,221,883
Wed 1/9/2013 4:15 PM,146,324,356,914
Wed 1/9/2013 4:30 PM,141,319,240,892
Wed 1/9/2013 4:45 PM,144,326,223,869
Wed 1/9/2013 5:00 PM,143,246,185,828
Wed 1/9/2013 5:15 PM,141,331,251,883
Wed 1/9/2013 5:30 PM,143,326,221,851
Wed 1/9/2013 5:45 PM,144,312,209,854
Wed 1/9/2013 6:00 PM,144,313,213,842
Wed 1/9/2013 6:15 PM,144,326,222,834
Wed 1/9/2013 6:30 PM,144,285,195,837
Wed 1/9/2013 6:45 PM,143,401,272,902
Wed 1/9/2013 7:00 PM,146,404,283,877
Wed 1/9/2013 7:15 PM,144,319,247,867
Wed 1/9/2013 7:30 PM,144,409,282,897
Wed 1/9/2013 7:45 PM,144,320,244,851
Wed 1/9/2013 8:00 PM,140,201,169,770
Wed 1/9/2013 8:15 PM,144,311,209,828
Wed 1/9/2013 8:30 PM,141,234,179,800
Wed 1/9/2013 8:45 PM,145,321,218,847
Wed 1/9/2013 9:00 PM,144,376,256,976
Wed 1/9/2013 9:15 PM,143,348,256,912
Wed 1/9/2013 9:30 PM,144,299,230,894
Wed 1/9/2013 9:45 PM,145,314,232,882
Wed 1/9/2013 10:00 PM,145,323,244,889
Wed 1/9/2013 10:15 PM,144,271,223,855
Wed 1/9/2013 10:30 PM,144,328,237,859
Wed 1/9/2013 10:45 PM,142,381,257,853
Wed 1/9/2013 11:00 PM,144,306,232,831
Wed 1/9/2013 11:15 PM,144,277,223,825
Wed 1/9/2013 11:30 PM,145,367,260,855
Wed 1/9/2013 11:45 PM,142,229,209,831
Thu 1/10/2013 12:00 AM,146,348,257,891
Thu 1/10/2013 12:15 AM,142,204,203,853
Thu 1/10/2013 12:30 AM,143,270,224,804
Thu 1/10/2013 12:45 AM,141,205,201,811
Thu 1/10/2013 1:00 AM,144,267,219,860
Thu 1/10/2013 1:15 AM,143,290,227,856
Thu 1/10/2013 1:30 AM,145,368,255,907
Thu 1/10/2013 1:45 AM,143,222,206,877
Thu 1/10/2013 2:00 AM,145,352,251,952
Thu 1/10/2013 2:15 AM,144,340,241,954
Thu 1/10/2013 2:30 AM,143,401,273,972
Thu 1/10/2013 2:45 AM,144,369,254,943
Thu 1/10/2013 3:00 AM,143,285,226,930
Thu 1/10/2013 3:15 AM,142,244,216,893
Thu 1/10/2013 3:30 AM,144,407,288,888
Thu 1/10/2013 3:45 AM,144,259,224,853
Thu 1/10/2013 4:00 AM,144,281,199,842
Thu 1/10/2013 4:15 AM,142,297,201,878
Thu 1/10/2013 4:30 AM,143,301,203,860
Thu 1/10/2013 4:45 AM,144,311,208,856
Thu 1/10/2013 5:00 AM,142,280,192,830
Thu 1/10/2013 5:15 AM,144,315,212,835
Thu 1/10/2013 5:30 AM,144,369,263,919
Thu 1/10/2013 5:45 AM,142,322,244,944
Thu 1/10/2013 6:00 AM,144,272,221,921
Thu 1/10/2013 6:15 AM,147,382,271,939
Thu 1/10/2013 6:30 AM,143,380,260,973
Thu 1/10/2013 6:45 AM,143,402,272,973
Thu 1/10/2013 7:00 AM,143,341,241,934
Thu 1/10/2013 7:15 AM,143,369,254,944
Thu 1/10/2013 7:30 AM,145,398,277,939
Thu 1/10/2013 7:45 AM,144,407,279,967
Thu 1/10/2013 8:00 AM,143,357,255,957
Thu 1/10/2013 8:15 AM,143,338,249,952
Thu 1/10/2013 8:30 AM,142,325,244,926
Thu 1/10/2013 8:45 AM,144,314,243,911
Thu 1/10/2013 9:00 AM,146,411,293,955
Thu 1/10/2013 9:15 AM,140,345,244,943
Thu 1/10/2013 9:30 AM,144,370,255,949
Thu 1/10/2013 9:45 AM,145,370,259,950
Thu 1/10/2013 10:00 AM,145,367,260,964
Thu 1/10/2013 10:15 AM,144,289,235,955
Thu 1/10/2013 10:30 AM,142,363,253,971
Thu 1/10/2013 10:45 AM,143,363,254,953
Thu 1/10/2013 11:00 AM,143,334,248,948
Thu 1/10/2013 11:15 AM,143,375,260,943
Thu 1/10/2013 11:30 AM,142,344,248,949
Thu 1/10/2013 11:45 AM,143,345,247,954
Thu 1/10/2013 12:00 PM,143,359,253,953
Thu 1/10/2013 12:15 PM,144,376,260,990
Thu 1/10/2013 12:30 PM,143,310,237,896
Thu 1/10/2013 12:45 PM,142,307,235,917
Thu 1/10/2013 1:00 PM,142,339,246,920
Thu 1/10/2013 1:15 PM,143,292,231,922
Thu 1/10/2013 1:30 PM,142,296,233,949
Thu 1/10/2013 1:45 PM,142,297,232,954
Thu 1/10/2013 2:00 PM,142,387,260,986
Thu 1/10/2013 2:15 PM,144,410,277,952
Thu 1/10/2013 2:30 PM,144,338,248,967
Thu 1/10/2013 2:45 PM,141,301,232,926
Thu 1/10/2013 3:00 PM,143,386,260,917
Thu 1/10/2013 3:15 PM,143,384,260,936
Thu 1/10/2013 3:30 PM,143,377,258,945
Thu 1/10/2013 3:45 PM,142,371,253,973
Thu 1/10/2013 4:00 PM,146,392,268,966
Thu 1/10/2013 4:15 PM,140,330,240,944
Thu 1/10/2013 4:30 PM,143,356,251,947
Thu 1/10/2013 4:45 PM,144,345,249,942
Thu 1/10/2013 5:00 PM,143,338,244,947
Thu 1/10/2013 5:15 PM,145,406,276,972
Thu 1/10/2013 5:30 PM,142,359,250,967
Thu 1/10/2013 5:45 PM,144,363,251,969
Thu 1/10/2013 6:00 PM,142,382,256,975
Thu 1/10/2013 6:15 PM,146,410,289,967
Thu 1/10/2013 6:30 PM,143,371,256,963
Thu 1/10/2013 6:45 PM,144,411,285,963
Thu 1/10/2013 7:00 PM,143,381,310,999
Thu 1/10/2013 7:15 PM,144,463,305,972
Thu 1/10/2013 7:30 PM,140,327,217,903
Thu 1/10/2013 7:45 PM,145,325,221,842
Thu 1/10/2013 8:00 PM,142,242,182,806
Thu 1/10/2013 8:15 PM,143,312,208,816
Thu 1/10/2013 8:30 PM,141,237,179,809
Thu 1/10/2013 8:45 PM,142,268,191,797
Thu 1/10/2013 9:00 PM,139,209,171,797
Thu 1/10/2013 9:15 PM,143,269,193,847
Thu 1/10/2013 9:30 PM,144,302,206,799
Thu 1/10/2013 9:45 PM,144,325,222,834
Thu 1/10/2013 10:00 PM,143,324,222,851
Thu 1/10/2013 10:15 PM,143,303,211,839
Thu 1/10/2013 10:30 PM,152,290,207,811
Thu 1/10/2013 10:45 PM,143,317,209,759
Thu 1/10/2013 11:00 PM,144,305,207,759
Thu 1/10/2013 11:15 PM,141,283,192,756
Thu 1/10/2013 11:30 PM,143,280,192,756
Thu 1/10/2013 11:45 PM,140,196,168,734
Fri 1/11/2013 12:00 AM,140,225,174,764
Fri 1/11/2013 12:15 AM,144,172,166,715
Fri 1/11/2013 12:30 AM,145,231,159,718
Fri 1/11/2013 12:45 AM,145,249,170,738
Fri 1/11/2013 1:00 AM,144,299,233,797
Fri 1/11/2013 1:15 AM,141,287,224,797
Fri 1/11/2013 1:30 AM,143,274,223,799
Fri 1/11/2013 1:45 AM,144,268,223,794
Fri 1/11/2013 2:00 AM,145,313,246,803
Fri 1/11/2013 2:15 AM,147,376,268,832
Fri 1/11/2013 2:30 AM,144,308,235,811
Fri 1/11/2013 2:45 AM,143,278,227,816
Fri 1/11/2013 3:00 AM,144,290,229,816
Fri 1/11/2013 3:15 AM,143,267,195,797
Fri 1/11/2013 3:30 AM,143,255,191,774
Fri 1/11/2013 3:45 AM,144,280,197,780
Fri 1/11/2013 4:00 AM,143,251,190,789
Fri 1/11/2013 4:15 AM,142,203,171,771
Fri 1/11/2013 4:30 AM,144,252,189,775
Fri 1/11/2013 4:45 AM,142,216,176,752
Fri 1/11/2013 5:00 AM,145,259,191,746
Fri 1/11/2013 5:15 AM,143,283,195,788
Fri 1/11/2013 5:30 AM,143,289,196,799
Fri 1/11/2013 5:45 AM,144,322,218,817
Fri 1/11/2013 6:00 AM,141,204,171,778
Fri 1/11/2013 6:15 AM,141,235,180,776
Fri 1/11/2013 6:30 AM,143,284,196,800
Fri 1/11/2013 6:45 AM,142,254,188,794
Fri 1/11/2013 7:00 AM,141,198,169,780
Fri 1/11/2013 7:15 AM,146,288,201,760
Fri 1/11/2013 7:30 AM,144,326,222,788
Fri 1/11/2013 7:45 AM,144,303,206,773
Fri 1/11/2013 8:00 AM,143,271,194,767
Fri 1/11/2013 8:15 AM,143,285,198,764
Fri 1/11/2013 8:30 AM,144,284,194,760
Fri 1/11/2013 8:45 AM,145,243,187,750
Fri 1/11/2013 9:00 AM,148,325,226,798
Fri 1/11/2013 9:15 AM,143,301,200,769
Fri 1/11/2013 9:30 AM,142,247,183,766
Fri 1/11/2013 9:45 AM,143,250,187,764
Fri 1/11/2013 10:00 AM,143,243,183,776
Fri 1/11/2013 10:15 AM,146,325,223,802
Fri 1/11/2013 10:30 AM,143,245,182,788
Fri 1/11/2013 10:45 AM,144,239,183,761
Fri 1/11/2013 11:00 AM,144,300,202,769
Fri 1/11/2013 11:15 AM,144,295,202,776
Fri 1/11/2013 11:30 AM,143,306,208,774
Fri 1/11/2013 11:45 AM,147,325,224,780
Fri 1/11/2013 12:00 PM,143,242,186,788
Fri 1/11/2013 12:15 PM,144,237,185,783
Fri 1/11/2013 12:30 PM,146,293,203,784
Fri 1/11/2013 12:45 PM,162,279,213,771
Fri 1/11/2013 1:00 PM,148,302,212,741
Fri 1/11/2013 1:15 PM,144,325,224,733
Fri 1/11/2013 1:30 PM,145,248,168,709
Fri 1/11/2013 1:45 PM,142,232,156,694
Fri 1/11/2013 2:00 PM,141,231,153,709
Fri 1/11/2013 2:15 PM,140,227,151,690
Fri 1/11/2013 2:30 PM,146,248,172,706
Fri 1/11/2013 2:45 PM,144,233,161,689
Fri 1/11/2013 3:00 PM,144,248,169,640
Fri 1/11/2013 3:15 PM,144,249,169,635
Fri 1/11/2013 3:30 PM,144,207,204,701
Fri 1/11/2013 3:45 PM,140,164,134,653
Fri 1/11/2013 4:00 PM,144,216,151,637
Fri 1/11/2013 4:15 PM,144,176,140,628
Fri 1/11/2013 4:30 PM,143,197,146,614
Fri 1/11/2013 4:45 PM,143,163,135,614
Fri 1/11/2013 5:00 PM,144,242,164,642
Fri 1/11/2013 5:15 PM,141,177,133,554
Fri 1/11/2013 5:30 PM,143,176,138,534
Fri 1/11/2013 5:45 PM,147,163,140,531
Fri 1/11/2013 6:00 PM,141,141,88,526
Fri 1/11/2013 6:15 PM,145,162,107,493
Fri 1/11/2013 6:30 PM,144,163,107,480
Fri 1/11/2013 6:45 PM,139,191,133,545
Fri 1/11/2013 7:00 PM,142,137,117,471
Fri 1/11/2013 7:15 PM,144,163,107,449
Fri 1/11/2013 7:30 PM,146,162,108,431
Fri 1/11/2013 7:45 PM,144,148,97,403
Fri 1/11/2013 8:00 PM,136,140,85,391
Fri 1/11/2013 8:15 PM,142,179,134,424
Fri 1/11/2013 8:30 PM,141,159,129,462
Fri 1/11/2013 8:45 PM,142,130,113,437
Fri 1/11/2013 9:00 PM,143,118,79,394
Fri 1/11/2013 9:15 PM,140,98,76,384
Fri 1/11/2013 9:30 PM,142,99,76,354
Fri 1/11/2013 9:45 PM,141,97,75,351
Fri 1/11/2013 10:00 PM,147,108,81,353
Fri 1/11/2013 10:15 PM,142,144,93,354
Fri 1/11/2013 10:30 PM,139,126,80,343
Fri 1/11/2013 10:45 PM,142,140,91,348
